state_alpha,state_fips_code,year,Value,Area,log_Value,lowess_log_Value
DE,10,1973,85.0,170000.0,4.442651256490317,4.299168624879006
DE,10,1972,84.0,165000.0,4.430816798843313,4.2787468770643855
DE,10,1971,54.0,195000.0,3.9889840465642745,4.256493441867
DE,10,1970,76.0,185000.0,4.330733340286331,4.234507120735426
DE,10,1969,78.0,180000.0,4.356708826689592,4.212752242923443
DE,10,1968,49.0,177000.0,3.8918202981106265,4.1911314790356515
DE,10,1967,73.0,211000.0,4.290459441148391,4.16956728158111
DE,10,1966,38.0,209000.0,3.6375861597263857,4.14801691154868
DE,10,1965,75.0,199000.0,4.31748811353631,4.126454395119957
DE,10,1964,52.0,158000.0,3.951243718581428,4.104868958352684
DE,10,1963,53.0,149000.0,3.970291913552122,4.083252482268142
DE,10,1962,66.0,123000.0,4.189654742026425,4.061604166678416
DE,10,1961,62.0,118000.0,4.127134385045092,4.039927747435629
DE,10,1960,62.0,151000.0,4.127134385045092,4.018224383560522
DE,10,1959,50.0,153000.0,3.912023005428147,3.9964925485861595
DE,10,1958,62.0,126000.0,4.127134385045092,3.9747293494059224
DE,10,1957,30.0,131000.0,3.4011973816621555,3.9529337043241775
DE,10,1956,62.0,144000.0,4.127134385045092,3.9311036761774925
DE,10,1955,36.0,162000.0,3.58351893845611,3.9092417808689546
DE,10,1954,37.0,164000.0,3.610917912644224,3.8873491074072026
DE,10,1953,52.0,160000.0,3.951243718581428,3.8654345656697964
DE,10,1952,49.0,174000.0,3.8918202981106265,3.843514467164731
DE,10,1951,47.0,154000.0,3.8501476017100575,3.821602842861145
DE,10,1950,52.0,133000.0,3.951243718581428,3.7997104328711377
FL,12,2018,157.0,65000.0,5.056245805348309,4.941486980758073
FL,12,2017,161.0,37000.0,5.081404364984463,4.914323109120168
FL,12,2016,145.0,40000.0,4.976733742420574,4.887348794773073
FL,12,2015,141.0,50000.0,4.948759890378168,4.860562005154275
FL,12,2014,135.0,40000.0,4.90527477843843,4.833955516888583
FL,12,2013,133.0,78000.0,4.890349128221754,4.807517200504631
FL,12,2012,115.0,40000.0,4.74493212836325,4.781230115874239
FL,12,2011,104.0,33000.0,4.6443908991413725,4.755072840610943
FL,12,2010,109.0,25000.0,4.691347882229144,4.729022910814006
FL,12,2009,97.0,37000.0,4.574710978503383,4.703059066800779
FL,12,2008,110.0,35000.0,4.700480365792417,4.677160607661734
FL,12,2007,90.0,35000.0,4.499809670330264,4.651308319366955
FL,12,2006,82.0,30000.0,4.4067192472642525,4.625482444211345
FL,12,2005,94.0,28000.0,4.543294782270004,4.599666219493859
FL,12,2004,90.0,32000.0,4.499809670330264,4.573848006407213
FL,12,2003,82.0,39000.0,4.4067192472642525,4.548020245792161
FL,12,2002,96.0,37000.0,4.564348191467836,4.5221813294783635
FL,12,2001,87.0,26000.0,4.465908118654584,4.496339622341486
FL,12,2000,75.0,25000.0,4.31748811353631,4.470515465018317
FL,12,1999,93.0,40000.0,4.532599493153255,4.444758763850896
FL,12,1998,62.0,55000.0,4.127134385045092,4.419193954086958
FL,12,1997,80.0,75000.0,4.382026634673881,4.394109205817624
FL,12,1996,88.0,112000.0,4.477336814478207,4.370103338610581
FL,12,1995,90.0,60000.0,4.499809670330264,4.3482586804999634
FL,12,1994,85.0,80000.0,4.442651256490317,4.326842503103148
FL,12,1993,65.0,100000.0,4.174387269895637,4.305702288229126
FL,12,1992,75.0,110000.0,4.31748811353631,4.284704516950707
FL,12,1991,68.0,75000.0,4.219507705176107,4.263717380931114
FL,12,1990,71.0,75000.0,4.262679877041316,4.2425816324607775
FL,12,1989,74.0,80000.0,4.30406509320417,4.2211790242867595
FL,12,1988,58.0,65000.0,4.060443010546419,4.199476181824265
FL,12,1987,69.0,105000.0,4.23410650459726,4.177480469314225
FL,12,1986,62.0,160000.0,4.127134385045092,4.155193348005866
FL,12,1985,65.0,190000.0,4.174387269895637,4.132547983218625
FL,12,1984,65.0,210000.0,4.174387269895637,4.109511745247704
FL,12,1983,67.0,122000.0,4.204692619390967,4.086121962300713
FL,12,1982,66.0,210000.0,4.189654742026425,4.06241384851224
FL,12,1981,57.0,327000.0,4.043051267834549,4.038331606194831
FL,12,1980,49.0,328000.0,3.8918202981106265,4.0137275014173674
FL,12,1979,53.0,339000.0,3.970291913552122,3.9883962165041114
FL,12,1978,52.0,342000.0,3.951243718581428,3.96209798459379
FL,12,1977,35.0,299000.0,3.555348061489413,3.9346191140063467
FL,12,1976,60.0,480000.0,4.0943445622220995,3.9058020386157883
FL,12,1975,45.0,375000.0,3.80666248977032,3.875542575310266
FL,12,1974,48.0,376000.0,3.8712010109078916,3.8438116613840165
FL,12,1973,43.0,340000.0,3.7612001156935615,3.8106177086416704
FL,12,1972,46.0,307000.0,3.828641396489095,3.7759921847760753
FL,12,1971,49.0,314000.0,3.8918202981106265,3.734253347933222
FL,12,1970,25.0,291000.0,3.218875824868201,3.6919035607378228
FL,12,1969,39.0,327000.0,3.6635616461296463,3.6496129137351128
FL,12,1968,42.0,396000.0,3.737669618283368,3.6075376874729614
FL,12,1967,50.0,461000.0,3.912023005428147,3.5656552808045
FL,12,1966,43.0,359000.0,3.7612001156935615,3.523902620037973
FL,12,1965,44.0,352000.0,3.7841896339182615,3.48221740257779
FL,12,1964,29.0,332000.0,3.3672958299864737,3.4405452035433184
FL,12,1963,40.0,335000.0,3.688879454113936,3.398840671294838
FL,12,1962,37.0,319000.0,3.610917912644224,3.3570691564710757
FL,12,1961,35.0,332000.0,3.555348061489413,3.3151983704998877
FL,12,1960,29.0,307000.0,3.3672958299864737,3.2731956705627367
FL,12,1959,26.0,327000.0,3.258096538021482,3.2310281383247723
FL,12,1958,25.0,317000.0,3.218875824868201,3.18866445151078
FL,12,1957,23.0,315000.0,3.1354942159291497,3.1460764129822385
FL,12,1956,21.0,333000.0,3.0445224377234235,3.1032389336749944
FL,12,1955,20.0,353000.0,2.9957322735539913,3.060130975678354
FL,12,1954,17.0,346000.0,2.8332133440562166,3.0167366739718364
FL,12,1953,18.0,330000.0,2.8903717578961645,2.9730458699376356
FL,12,1952,15.5,375000.0,2.7408400239252013,2.929055539389022
FL,12,1951,17.5,361000.0,2.862200880929469,2.8847683689311197
FL,12,1950,14.0,347000.0,2.6390573296152584,2.840192888593447
GA,13,2019,168.0,345000.0,5.123963979403259,5.2353732212097075
GA,13,2018,176.0,285000.0,5.170483995038151,5.207138546336635
GA,13,2017,176.0,245000.0,5.170483995038151,5.178887267673139
GA,13,2016,165.0,340000.0,5.105945473900579,5.1506274103519925
GA,13,2015,171.0,285000.0,5.14166355650266,5.122368387469151
GA,13,2014,170.0,310000.0,5.135798437050261,5.094121391924649
GA,13,2013,175.0,465000.0,5.1647859739235145,5.065897635733511
GA,13,2012,180.0,310000.0,5.1929568508902095,5.037706804914839
GA,13,2011,159.0,270000.0,5.068904202220232,5.009554947164054
GA,13,2010,146.0,245000.0,4.9836066217083355,4.981443004124116
GA,13,2009,140.0,370000.0,4.941642422609304,4.953368338208679
GA,13,2008,140.0,310000.0,4.941642422609304,4.925326245396289
GA,13,2007,127.0,450000.0,4.84418708645859,4.897310012159756
GA,13,2006,110.0,225000.0,4.700480365792417,4.869310093715064
GA,13,2005,128.0,230000.0,4.852030263919617,4.841315782494959
GA,13,2004,128.0,280000.0,4.852030263919617,4.8133173513604
GA,13,2003,126.0,290000.0,4.836281906951479,4.785302074012751
GA,13,2002,110.0,290000.0,4.700480365792417,4.757250506439429
GA,13,2001,134.0,220000.0,4.897839799950911,4.729133536052209
GA,13,2000,107.0,240000.0,4.672828834461906,4.700909666655319
GA,13,1999,103.0,300000.0,4.634728988229637,4.672511346161848
GA,13,1998,85.0,265000.0,4.442651256490317,4.643845427035311
GA,13,1997,105.0,450000.0,4.653960350157523,4.614837901943177
GA,13,1996,95.0,525000.0,4.553876891600541,4.586084339953181
GA,13,1995,90.0,350000.0,4.499809670330264,4.557351666212208
GA,13,1994,106.0,540000.0,4.663439094112067,4.52871219620461
GA,13,1993,70.0,560000.0,4.248495242049359,4.500235573516388
GA,13,1992,100.0,690000.0,4.605170185988092,4.471972786932669
GA,13,1991,100.0,550000.0,4.605170185988092,4.443847849577193
GA,13,1990,68.0,550000.0,4.219507705176107,4.415675397311203
GA,13,1989,95.0,550000.0,4.553876891600541,4.38727892450568
GA,13,1988,62.0,500000.0,4.127134385045092,4.358610419876742
GA,13,1987,84.0,610000.0,4.430816798843313,4.329704988312804
GA,13,1986,58.0,730000.0,4.060443010546419,4.300672405626702
GA,13,1985,84.0,975000.0,4.430816798843313,4.271618489315375
GA,13,1984,82.0,985000.0,4.4067192472642525,4.242647076975318
GA,13,1983,75.0,735000.0,4.31748811353631,4.2137771210693
GA,13,1982,85.0,815000.0,4.442651256490317,4.184989656727664
GA,13,1981,50.0,1380000.0,3.912023005428147,4.156154656364259
GA,13,1980,42.0,1300000.0,3.737669618283368,4.127062656502744
GA,13,1979,65.0,1550000.0,4.174387269895637,4.097541622313341
GA,13,1978,50.0,1500000.0,3.912023005428147,4.067431007004482
GA,13,1977,24.0,1000000.0,3.1780538303479458,4.036561885108683
GA,13,1976,62.0,2160000.0,4.127134385045092,4.004884721161626
GA,13,1975,55.0,1880000.0,4.007333185232471,3.9724613480218203
GA,13,1974,56.0,1880000.0,4.02535169073515,3.9393377554281326
GA,13,1973,48.0,1670000.0,3.8712010109078916,3.9054902096057265
GA,13,1972,52.0,1490000.0,3.951243718581428,3.8708399687049417
GA,13,1971,54.0,1672000.0,3.9889840465642745,3.832227755568988
GA,13,1970,31.0,1563000.0,3.4339872044851463,3.7924179729670184
GA,13,1969,35.0,1590000.0,3.555348061489413,3.751925666995712
GA,13,1968,40.0,1565000.0,3.688879454113936,3.7110559703948236
GA,13,1967,58.0,1613000.0,4.060443010546419,3.669972284076798
GA,13,1966,43.0,1427000.0,3.7612001156935615,3.6287610091444673
GA,13,1965,49.0,1413000.0,3.8918202981106265,3.587463772610125
GA,13,1964,39.0,1487000.0,3.6635616461296463,3.5460973159715126
GA,13,1963,43.0,1549000.0,3.7612001156935615,3.504662301050893
GA,13,1962,30.0,1549000.0,3.4011973816621555,3.46314991006735
GA,13,1961,36.0,1684000.0,3.58351893845611,3.421544798146063
GA,13,1960,30.5,1850000.0,3.4177266836133664,3.3798315118683977
GA,13,1959,27.0,2151000.0,3.2958368660043287,3.337991242967651
GA,13,1958,30.0,2109000.0,3.4011973816621555,3.2960046593429237
GA,13,1957,25.0,2161000.0,3.218875824868201,3.2538540166813523
GA,13,1956,24.0,2131000.0,3.1780538303479458,3.2115205484371625
GA,13,1955,24.0,2197000.0,3.1780538303479458,3.168987665362633
GA,13,1954,12.0,2188000.0,2.4849066497880004,3.12624143358161
GA,13,1953,21.5,2328000.0,3.068052935133617,3.083269116416036
GA,13,1952,13.0,2282000.0,2.5649493574615367,3.040059269355068
GA,13,1951,17.0,2454000.0,2.8332133440562166,2.9966030809771587
GA,13,1950,16.5,2556000.0,2.8033603809065353,2.952898232681352
ID,16,2019,210.0,125000.0,5.3471075307174685,5.359856610605372
ID,16,2018,213.0,135000.0,5.3612921657094255,5.342680056824766
ID,16,2017,203.0,115000.0,5.313205979041787,5.325501580472646
ID,16,2016,188.0,100000.0,5.236441962829949,5.308321713612178
ID,16,2015,207.0,70000.0,5.332718793265369,5.291141793270041
ID,16,2014,200.0,80000.0,5.298317366548036,5.273964988262019
ID,16,2013,181.0,115000.0,5.198497031265826,5.256793836386545
ID,16,2012,195.0,135000.0,5.272999558563747,5.239630420819602
ID,16,2011,189.0,120000.0,5.2417470150596435,5.222478048995361
ID,16,2010,190.0,110000.0,5.247024072160486,5.2053396170446184
ID,16,2009,185.0,80000.0,5.220355825078324,5.188217157878208
ID,16,2008,170.0,80000.0,5.135798437050261,5.171111268892688
ID,16,2007,170.0,105000.0,5.135798437050261,5.154021325679702
ID,16,2006,170.0,65000.0,5.135798437050261,5.136946998385907
ID,16,2005,170.0,60000.0,5.135798437050261,5.1198882159067525
ID,16,2004,175.0,75000.0,5.1647859739235145,5.1028444241246405
ID,16,2003,140.0,50000.0,4.941642422609304,5.085813273887147
ID,16,2002,155.0,45000.0,5.043425116919247,5.068789157290521
ID,16,2001,150.0,45000.0,5.010635294096256,5.051765711388972
ID,16,2000,160.0,57000.0,5.0751738152338275,5.034735396179161
ID,16,1999,155.0,55000.0,5.043425116919247,5.017688388978015
ID,16,1998,150.0,52000.0,5.010635294096256,5.000608012172538
ID,16,1997,155.0,43000.0,5.043425116919247,4.983472854204857
ID,16,1996,135.0,40000.0,4.90527477843843,4.965932219498549
ID,16,1995,140.0,35000.0,4.941642422609304,4.947939822040949
ID,16,1994,140.0,35000.0,4.941642422609304,4.929430331728212
ID,16,1993,125.0,45000.0,4.8283137373023015,4.910379401135572
ID,16,1992,130.0,33000.0,4.867534450455582,4.890789704233452
ID,16,1991,125.0,63000.0,4.8283137373023015,4.8706887503724845
ID,16,1990,130.0,30000.0,4.867534450455582,4.85016629045142
ID,16,1989,125.0,50000.0,4.8283137373023015,4.8293543958001734
ID,16,1988,130.0,50000.0,4.867534450455582,4.808379706937982
ID,16,1987,130.0,50000.0,4.867534450455582,4.787345654758807
ID,16,1986,130.0,60000.0,4.867534450455582,4.76632256615203
ID,16,1985,125.0,80000.0,4.8283137373023015,4.74536857827975
ID,16,1984,118.0,75000.0,4.770684624465665,4.724553468488924
ID,16,1983,119.0,65000.0,4.7791234931115305,4.703926617619062
ID,16,1982,120.0,71000.0,4.787491742782046,4.6835157552402045
ID,16,1981,115.0,65000.0,4.74493212836325,4.663323561547826
ID,16,1980,105.0,50000.0,4.653960350157523,4.6433350950914
ID,16,1979,88.0,50000.0,4.477336814478207,4.623539413896144
ID,16,1978,87.0,58000.0,4.465908118654584,4.603915278671971
ID,16,1977,86.0,40000.0,4.4543472962535064,4.58442549945001
ID,16,1976,85.0,41000.0,4.442651256490317,4.564988722464975
ID,16,1975,83.0,33000.0,4.418840607796597,4.545508900581053
ID,16,1974,86.0,35000.0,4.4543472962535064,4.525887581394575
ID,16,1973,89.0,32000.0,4.48863636973214,4.506054091283814
ID,16,1972,87.0,29000.0,4.465908118654584,4.485990228676169
ID,16,1971,83.0,33000.0,4.418840607796597,4.46705062381815
ID,16,1970,81.0,35000.0,4.394449154672439,4.447569649479483
ID,16,1969,85.0,28000.0,4.442651256490317,4.42776160791402
ID,16,1968,82.0,24000.0,4.4067192472642525,4.407793686452128
ID,16,1967,81.0,22000.0,4.394449154672439,4.387769765580388
ID,16,1966,77.0,18000.0,4.343805421853683,4.367752348742311
ID,16,1965,75.0,20000.0,4.31748811353631,4.347779463567809
ID,16,1964,74.5,20000.0,4.310799125385514,4.3278751267576245
ID,16,1963,80.0,21000.0,4.382026634673881,4.3080545417162375
ID,16,1962,75.0,23000.0,4.31748811353631,4.288325993273277
ID,16,1961,78.0,23000.0,4.356708826689592,4.268690943011221
ID,16,1960,76.0,21000.0,4.330733340286331,4.249146052764618
ID,16,1959,75.5,25000.0,4.324132656254979,4.229683644387749
ID,16,1958,72.5,22000.0,4.283586561860629,4.210292495002603
ID,16,1957,76.0,20000.0,4.330733340286331,4.1909585126462305
ID,16,1956,71.0,15000.0,4.262679877041316,4.171665390917693
ID,16,1955,62.0,15000.0,4.127134385045092,4.152394824571927
ID,16,1954,61.0,14000.0,4.110873864173311,4.1331273521651575
ID,16,1953,55.5,13000.0,4.0163830207523885,4.113845285968017
ID,16,1952,58.0,12000.0,4.060443010546419,4.094533712559358
ID,16,1951,55.5,12000.0,4.0163830207523885,4.075181685396582
ID,16,1950,53.5,12000.0,3.9796816539019613,4.055781448299069
IL,17,2019,179.0,10250000.0,5.187385805840755,5.282930517612674
IL,17,2018,210.0,10850000.0,5.3471075307174685,5.26762488331561
IL,17,2017,201.0,10950000.0,5.303304908059076,5.252351234799111
IL,17,2016,197.0,11450000.0,5.2832037287379885,5.237114124054871
IL,17,2015,175.0,11500000.0,5.1647859739235145,5.22191564135922
IL,17,2014,200.0,11750000.0,5.298317366548036,5.20675651286221
IL,17,2013,178.0,11800000.0,5.181783550292085,5.191638226973594
IL,17,2012,105.0,12250000.0,4.653960350157523,5.176560185500207
IL,17,2011,157.0,12350000.0,5.056245805348309,5.161521219168425
IL,17,2010,157.0,12400000.0,5.056245805348309,5.1465206185197045
IL,17,2009,174.0,11800000.0,5.159055299214528,5.131560787123679
IL,17,2008,179.0,11900000.0,5.187385805840755,5.116647263778397
IL,17,2007,175.0,13050000.0,5.1647859739235145,5.1017855731315525
IL,17,2006,163.0,11150000.0,5.093750200806762,5.086979106008304
IL,17,2005,143.0,11950000.0,4.962844630259907,5.072228729871387
IL,17,2004,180.0,11600000.0,5.1929568508902095,5.0575346062652
IL,17,2003,164.0,11050000.0,5.0998664278242,5.042898415815028
IL,17,2002,135.0,10900000.0,4.90527477843843,5.028317350537841
IL,17,2001,152.0,10850000.0,5.0238805208462765,5.013784016929154
IL,17,2000,151.0,11050000.0,5.017279836814924,4.999293219972806
IL,17,1999,140.0,10650000.0,4.941642422609304,4.984845003024105
IL,17,1998,141.0,10450000.0,4.948759890378168,4.970461786146956
IL,17,1997,129.0,11050000.0,4.859812404361672,4.956235310882026
IL,17,1996,136.0,10800000.0,4.9126548857360515,4.943190968646161
IL,17,1995,113.0,10000000.0,4.727387818712341,4.930196255045687
IL,17,1994,156.0,11450000.0,5.049856007249537,4.917158610508831
IL,17,1993,130.0,10000000.0,4.867534450455582,4.904051963594381
IL,17,1992,149.0,11050000.0,5.003946305945459,4.890871279038721
IL,17,1991,107.0,11000000.0,4.672828834461906,4.877576144588209
IL,17,1990,127.0,10400000.0,4.84418708645859,4.864137955333839
IL,17,1989,123.0,10750000.0,4.812184355372417,4.850578160766238
IL,17,1988,73.0,9600000.0,4.290459441148391,4.836977141704996
IL,17,1987,132.0,9200000.0,4.8828019225863715,4.823395762406675
IL,17,1986,135.0,10400000.0,4.90527477843843,4.809871815329747
IL,17,1985,135.0,11370000.0,4.90527477843843,4.796366363338044
IL,17,1984,114.0,10940000.0,4.736198448394496,4.782824310189276
IL,17,1983,79.0,7900000.0,4.3694478524670215,4.76919934841614
IL,17,1982,131.0,11440000.0,4.875197323201151,4.755443006109768
IL,17,1981,126.0,11320000.0,4.836281906951479,4.741450592793442
IL,17,1980,93.0,11440000.0,4.532599493153255,4.727036069937939
IL,17,1979,127.0,11050000.0,4.84418708645859,4.712039624152081
IL,17,1978,111.0,11170000.0,4.709530201312334,4.696356526041086
IL,17,1977,105.0,11280000.0,4.653960350157523,4.679879943549808
IL,17,1976,107.0,11590000.0,4.672828834461906,4.662496200798211
IL,17,1975,116.0,10810000.0,4.7535901911063645,4.644118061342661
IL,17,1974,82.0,9900000.0,4.4067192472642525,4.624691245989219
IL,17,1973,103.0,9530000.0,4.634728988229637,4.604215452005913
IL,17,1972,110.0,9225000.0,4.700480365792417,4.582720703955448
IL,17,1971,106.0,10070000.0,4.663439094112067,4.557101350129463
IL,17,1970,74.0,9940000.0,4.30406509320417,4.530959541151569
IL,17,1969,102.0,9698000.0,4.624972813284272,4.504618292498443
IL,17,1968,90.0,10088000.0,4.499809670330264,4.47820320072762
IL,17,1967,104.0,10788000.0,4.6443908991413725,4.451748869821104
IL,17,1966,82.0,10342000.0,4.4067192472642525,4.425258595618625
IL,17,1965,94.0,9777000.0,4.543294782270004,4.3987240853375145
IL,17,1964,80.0,9253000.0,4.382026634673881,4.372135684466069
IL,17,1963,87.0,8849000.0,4.465908118654584,4.345481742451855
IL,17,1962,85.0,8270000.0,4.442651256490317,4.3187508603466735
IL,17,1961,79.0,8188000.0,4.3694478524670215,4.2919301234969796
IL,17,1960,68.0,9985000.0,4.219507705176107,4.265005121105495
IL,17,1959,67.0,9789000.0,4.204692619390967,4.237961811805485
IL,17,1958,69.0,8244000.0,4.23410650459726,4.210789352924627
IL,17,1957,64.0,7894000.0,4.158883083359672,4.183479577461111
IL,17,1956,68.0,8477000.0,4.219507705176107,4.156025455046168
IL,17,1955,56.0,8885000.0,4.02535169073515,4.128421225675908
IL,17,1954,50.5,8699000.0,3.9219733362813134,4.100661345376391
IL,17,1953,54.0,9002000.0,3.9889840465642745,4.072744334186418
IL,17,1952,58.0,8728000.0,4.060443010546419,4.04467424718213
IL,17,1951,55.0,8483000.0,4.007333185232471,4.016458383600684
IL,17,1950,51.0,8008000.0,3.9318256327243257,3.9881039782178034
IN,18,2019,162.0,4900000.0,5.087596335232384,5.187627791207053
IN,18,2018,189.0,5200000.0,5.2417470150596435,5.175526051075232
IN,18,2017,180.0,5200000.0,5.1929568508902095,5.163431015473511
IN,18,2016,173.0,5470000.0,5.153291594497778,5.151346351356801
IN,18,2015,150.0,5480000.0,5.010635294096256,5.139274344206152
IN,18,2014,188.0,5770000.0,5.236441962829949,5.127217934993569
IN,18,2013,177.0,5830000.0,5.17614973257383,5.115182846981268
IN,18,2012,99.0,6030000.0,4.59511985013459,5.103172538713453
IN,18,2011,146.0,5750000.0,4.9836066217083355,5.091187939763926
IN,18,2010,157.0,5720000.0,5.056245805348309,5.079229926149031
IN,18,2009,171.0,5460000.0,5.14166355650266,5.0673020065651535
IN,18,2008,160.0,5460000.0,5.0751738152338275,5.055408592152858
IN,18,2007,154.0,6370000.0,5.0369526024136295,5.043552077031039
IN,18,2006,157.0,5380000.0,5.056245805348309,5.031733321906381
IN,18,2005,154.0,5770000.0,5.0369526024136295,5.01995224644012
IN,18,2004,168.0,5530000.0,5.123963979403259,5.008206755650219
IN,18,2003,146.0,5390000.0,4.9836066217083355,4.996491238470685
IN,18,2002,121.0,5220000.0,4.795790545596741,4.9847929183552555
IN,18,2001,156.0,5670000.0,5.049856007249537,4.973093703135476
